query_id,metric_value_at_depth,depth
1000391,9.06224225827443,0
1000391,9.06224225827443,1
1000391,9.06224225827443,2
1000391,9.06224225827443,3
1000391,9.06224225827443,4
1000391,8.974594756596726,5
1000391,8.913303516343689,6
1000391,8.913303516343689,7
1000391,8.913303516343689,8
1000391,8.927738397465436,9
1000391,8.927738397465436,10
1000391,8.927738397465436,11
1000391,9.859698146700875,12
1000391,9.859698146700875,13
1000391,9.847732977354783,14
1000391,9.847732977354783,15
1000391,9.847732977354783,16
1000391,9.847732977354783,17
1000391,9.558668151036894,18
1000391,9.558668151036894,19
1000391,9.558668151036894,20
1000709,5.784695375720383,0
1000709,5.784695375720383,1
1000709,5.784695375720383,2
1000709,5.784695375720383,3
1000709,5.784695375720383,4
1000709,5.671548182954925,5
1000709,5.671548182954925,6
1000709,5.671548182954925,7
1000709,5.7122904932772185,8
1000709,5.7139482108200506,9
1000709,5.673650656674352,10
1000709,5.956812195790728,11
1000709,6.231442140986869,12
1000709,5.863269784532752,13
1000709,5.863269784532752,14
1000709,5.574204958214865,15
1000709,5.574204958214865,16
1000709,5.574204958214865,17
1000709,5.574204958214865,18
1000709,5.574204958214865,19
1000709,5.574204958214865,20
1001153,11.577158540363829,0
1001153,11.577158540363829,1
1001153,11.946228786792371,2
1001153,12.077158540363829,3
1001153,12.146481982290435,4
1001153,12.146481982290435,5
1001153,12.220951353255806,6
1001153,12.198077499481117,7
1001153,12.198077499481117,8
1001153,12.198077499481117,9
1001153,12.215945956028722,10
1001153,12.215945956028722,11
1001153,12.215945956028722,12
1001153,12.215945956028722,13
1001153,12.215945956028722,14
1001153,12.215945956028722,15
1001153,12.215945956028722,16
1001153,12.215945956028722,17
1001153,12.215945956028722,18
1001153,12.215945956028722,19
1001153,12.215945956028722,20
1001443,13.630678014265037,0
1001443,13.630678014265037,1
1001443,13.630678014265037,2
1001443,13.630678014265037,3
1001443,13.630678014265037,4
1001443,13.630678014265037,5
1001443,13.630678014265037,6
1001443,13.630678014265037,7
1001443,13.630678014265037,8
1001443,13.630678014265037,9
1001443,13.630678014265037,10
1001443,13.630678014265037,11
1001443,13.630678014265037,12
1001443,13.630678014265037,13
1001443,13.630678014265037,14
1001443,13.630678014265037,15
1001443,13.630678014265037,16
1001443,13.630678014265037,17
1001443,13.630678014265037,18
1001443,13.630678014265037,19
1001443,13.630678014265037,20
1001454,7.807661850762367,0
1001454,7.807661850762367,1
1001454,7.807661850762367,2
1001454,7.807661850762367,3
1001454,7.807661850762367,4
1001454,7.694514657996908,5
1001454,7.694514657996908,6
1001454,7.694514657996908,7
1001454,7.6587777449017,8
1001454,7.629907982658205,9
1001454,7.605977643966018,10
1001454,7.343312868115971,11
1001454,7.343312868115971,12
1001454,7.644342863779952,13
1001454,8.284609479978778,14
1001454,8.284609479978778,15
1001454,8.28117590455292,16
1001454,8.57024073087081,17
1001454,8.57024073087081,18
1001454,8.57024073087081,19
1001454,8.57024073087081,20
1002477,13.052548361629261,0
1002477,13.052548361629261,1
1002477,13.052548361629261,2
1002477,13.052548361629261,3
1002477,13.052548361629261,4
1002477,13.052548361629261,5
1002477,13.052548361629261,6
1002477,13.052548361629261,7
1002477,13.052548361629261,8
1002477,13.052548361629261,9
1002477,13.052548361629261,10
1002477,13.630678014265037,11
1002477,13.630678014265037,12
1002477,13.630678014265037,13
1002477,13.630678014265037,14
1002477,13.630678014265037,15
1002477,13.630678014265037,16
1002477,13.630678014265037,17
1002477,13.630678014265037,18
1002477,13.630678014265037,19
1002477,13.630678014265037,20
1002683,7.511348621686288,0
1002683,7.511348621686288,1
1002683,7.511348621686288,2
1002683,7.511348621686288,3
1002683,7.511348621686288,4
1002683,7.511348621686288,5
1002683,7.436879250720917,6
1002683,7.3833597768197095,7
1002683,7.3833597768197095,8
1002683,7.397794657941457,9
1002683,7.397794657941457,10
1002683,7.397794657941457,11
1002683,7.397794657941457,12
1002683,7.397794657941457,13
1002683,7.397794657941457,14
1002683,7.397794657941457,15
1002683,7.397794657941457,16
1002683,7.397794657941457,17
1002683,7.397794657941457,18
1002683,7.397794657941457,19
1002683,7.397794657941457,20
1002767,13.630678014265037,0
1002767,13.630678014265037,1
1002767,13.630678014265037,2
1002767,13.630678014265037,3
1002767,13.630678014265037,4
1002767,13.630678014265037,5
1002767,13.630678014265037,6
1002767,13.630678014265037,7
1002767,13.630678014265037,8
1002767,13.630678014265037,9
1002767,13.630678014265037,10
1002767,13.630678014265037,11
1002767,13.630678014265037,12
1002767,13.630678014265037,13
1002767,13.630678014265037,14
1002767,13.630678014265037,15
1002767,13.630678014265037,16
1002767,13.630678014265037,17
1002767,13.630678014265037,18
1002767,13.630678014265037,19
1002767,13.630678014265037,20
1003029,10.182663651562239,0
1003029,10.182663651562239,1
1003029,10.182663651562239,2
1003029,9.920804144419323,3
1003029,9.920804144419323,4
1003029,9.920804144419323,5
1003029,10.008451646097027,6
1003029,10.008451646097027,7
1003029,9.875056436869945,8
1003029,9.90392619911344,9
1003029,9.901456487337787,10
1003029,10.479586139973563,11
1003029,10.479586139973563,12
1003029,10.479586139973563,13
1003029,10.479586139973563,14
1003029,10.479586139973563,15
1003029,10.479586139973563,16
1003029,10.479586139973563,17
1003029,10.479586139973563,18
1003029,10.479586139973563,19
1003029,10.479586139973563,20
1003138,3.8927892607143724,0
1003138,3.8927892607143724,1
1003138,3.8927892607143724,2
1003138,3.8927892607143724,3
1003138,3.8927892607143724,4
1003138,3.8927892607143724,5
1003138,3.8927892607143724,6
1003138,3.8927892607143724,7
1003138,3.8927892607143724,8
1003138,3.8927892607143724,9
1003138,3.8927892607143724,10
1003138,4.392789260714372,11
1003138,4.392789260714372,12
1003138,4.392789260714372,13
1003138,4.392789260714372,14
1003138,4.392789260714372,15
1003138,4.323465818787765,16
1003138,4.323465818787765,17
1003138,4.323465818787765,18
1003138,4.323465818787765,19
1003138,4.323465818787765,20
1003368,13.243825207030495,0
1003368,13.243825207030495,1
1003368,13.243825207030495,2
1003368,13.243825207030495,3
1003368,13.243825207030495,4
1003368,13.200001456191645,5
1003368,13.243825207030495,6
1003368,13.274470827157014,7
1003368,13.274470827157014,8
1003368,13.274470827157014,9
1003368,13.274470827157014,10
1003368,13.274470827157014,11
1003368,13.274470827157014,12
1003368,12.03548517378879,13
1003368,12.03548517378879,14
1003368,11.553353630336394,15
1003368,10.901121844791476,16
1003368,10.28215726056611,17
1003368,10.28215726056611,18
1003368,10.28215726056611,19
1003368,10.302495428889369,20
1003549,8.160842233423907,0
1003549,8.160842233423907,1
1003549,8.160842233423907,2
1003549,8.160842233423907,3
1003549,8.299489117277119,4
1003549,8.387136618954822,5
1003549,8.387136618954822,6
1003549,8.387136618954822,7
1003549,8.427878929277115,8
1003549,8.427878929277115,9
1003549,8.427878929277115,10
1003549,8.76121226261045,11
1003549,8.76121226261045,12
1003549,8.76121226261045,13
1003549,8.76121226261045,14
1003549,8.76121226261045,15
1003549,8.76121226261045,16
1003549,9.050277088928338,17
1003549,9.050277088928338,18
1003549,9.050277088928338,19
1003549,9.050277088928338,20
1003601,12.674946521280482,0
1003601,12.674946521280482,1
1003601,12.674946521280482,2
1003601,12.674946521280482,3
1003601,12.674946521280482,4
1003601,12.674946521280482,5
1003601,12.674946521280482,6
1003601,12.674946521280482,7
1003601,12.674946521280482,8
1003601,12.674946521280482,9
1003601,12.674946521280482,10
1003601,12.385881694962595,11
1003601,12.385881694962595,12
1003601,12.999748260693579,13
1003601,13.028618022937074,14
1003601,13.028618022937074,15
1003601,12.340133987413218,16
1003601,12.340133987413218,17
1003601,12.251596973382327,18
1003601,12.251596973382327,19
1003601,12.251596973382327,20
1004707,13.630678014265037,0
1004707,13.630678014265037,1
1004707,13.630678014265037,2
1004707,13.630678014265037,3
1004707,13.630678014265037,4
1004707,13.630678014265037,5
1004707,13.630678014265037,6
1004707,13.630678014265037,7
1004707,13.630678014265037,8
1004707,13.630678014265037,9
1004707,13.630678014265037,10
1004707,13.341613187947148,11
1004707,13.630678014265037,12
1004707,13.329648018601056,13
1004707,13.341613187947148,14
1004707,13.341613187947148,15
1004707,13.341613187947148,16
1004707,13.341613187947148,17
1004707,13.341613187947148,18
1004707,13.630678014265037,19
1004707,13.630678014265037,20
1004922,12.918263640048993,0
1004922,12.918263640048993,1
1004922,12.918263640048993,2
1004922,12.918263640048993,3
1004922,12.918263640048993,4
1004922,12.918263640048993,5
1004922,12.856972399795954,6
1004922,12.918263640048993,7
1004922,12.918263640048993,8
1004922,12.918263640048993,9
1004922,12.918263640048993,10
1004922,12.918263640048993,11
1004922,12.918263640048993,12
1004922,12.918263640048993,13
1004922,12.918263640048993,14
1004922,12.31620364872103,15
1004922,12.31620364872103,16
1004922,12.31620364872103,17
1004922,12.31620364872103,18
1004922,12.31620364872103,19
1004922,12.31620364872103,20
1004924,12.450488370301299,0
1004924,12.450488370301299,1
1004924,12.450488370301299,2
1004924,12.450488370301299,3
1004924,12.450488370301299,4
1004924,12.450488370301299,5
1004924,12.450488370301299,6
1004924,12.450488370301299,7
1004924,12.450488370301299,8
1004924,12.385881694962595,9
1004924,12.287333886477535,10
1004924,12.287333886477535,11
1004924,12.361951356270408,12
1004924,12.421618608057804,13
1004924,12.672410835829051,14
1004924,12.71921502829593,15
1004924,12.71921502829593,16
1004924,12.71921502829593,17
1004924,12.71921502829593,18
1004924,12.71921502829593,19
1004924,12.71921502829593,20
1006098,13.630678014265037,0
1006098,13.630678014265037,1
1006098,13.630678014265037,2
1006098,13.630678014265037,3
1006098,13.630678014265037,4
1006098,13.630678014265037,5
1006098,13.630678014265037,6
1006098,13.630678014265037,7
1006098,13.630678014265037,8
1006098,13.630678014265037,9
1006098,13.630678014265037,10
1006098,13.630678014265037,11
1006098,13.630678014265037,12
1006098,13.630678014265037,13
1006098,13.630678014265037,14
1006098,13.630678014265037,15
1006098,13.630678014265037,16
1006098,13.630678014265037,17
1006098,13.630678014265037,18
1006098,13.630678014265037,19
1006098,13.630678014265037,20
1006300,13.630678014265037,0
1006300,13.630678014265037,1
1006300,13.630678014265037,2
1006300,13.630678014265037,3
1006300,13.630678014265037,4
1006300,13.630678014265037,5
1006300,13.630678014265037,6
1006300,13.630678014265037,7
1006300,13.630678014265037,8
1006300,13.630678014265037,9
1006300,13.630678014265037,10
1006300,12.856972399795954,11
1006300,12.278842747160178,12
1006300,11.757705218345368,13
1006300,11.757705218345368,14
1006300,11.757705218345368,15
1006300,11.179575565709593,16
1006300,11.179575565709593,17
1006300,11.179575565709593,18
1006300,11.179575565709593,19
1006300,11.179575565709593,20
1007,8.720377331020861,0
1007,8.720377331020861,1
1007,8.720377331020861,2
1007,8.720377331020861,3
1007,8.720377331020861,4
1007,8.632729829343157,5
1007,8.57143858909012,6
1007,8.525690881540742,7
1007,8.525690881540742,8
1007,8.525690881540742,9
1007,8.525690881540742,10
1007,8.525690881540742,11
1007,8.475519087323784,12
1007,8.434684155734196,13
1007,8.121688990724122,14
1007,7.543559338088346,15
1007,7.844589333752327,16
1007,7.844589333752327,17
1007,7.844589333752327,18
1007,7.844589333752327,19
1007,7.844589333752327,20
1007242,4.145945945252711,0
1007242,4.145945945252711,1
1007242,4.145945945252711,2
1007242,4.145945945252711,3
1007242,4.145945945252711,4
1007242,4.145945945252711,5
1007242,4.237882805632269,6
1007242,4.145945945252711,7
1007242,4.061606311644851,8
1007242,4.061606311644851,9
1007242,4.008000942002036,10
1007242,4.297065768319924,11
1007242,3.9646962986367944,12
1007242,3.884977039759663,13
1007242,3.0177825608059994,14
1007242,3.0177825608059994,15
1007242,3.0177825608059994,16
1007242,3.0177825608059994,17
1007242,3.0177825608059994,18
1007242,3.0177825608059994,19
1007242,3.0177825608059994,20
1007812,7.832716785673528,0
1007812,7.832716785673528,1
1007812,7.832716785673528,2
1007812,7.832716785673528,3
1007812,7.832716785673528,4
1007812,7.832716785673528,5
1007812,7.832716785673528,6
1007812,7.8555906394482165,7
1007812,7.8555906394482165,8
1007812,7.8555906394482165,9
1007812,7.899859146463662,10
1007812,8.21532402324939,11
1007812,8.516354018913372,12
1007812,8.516354018913372,13
1007812,8.80541884523126,14
1007812,8.80541884523126,15
1007812,8.80541884523126,16
1007812,8.80541884523126,17
1007812,8.80541884523126,18
1007812,8.80541884523126,19
1007812,8.80541884523126,20
1007827,13.630678014265037,0
1007827,13.630678014265037,1
1007827,13.630678014265037,2
1007827,13.630678014265037,3
1007827,13.630678014265037,4
1007827,13.630678014265037,5
