query_id	NQC	UEF	RSD	OddsRatio	WIG	Scaled NQC	QV-NQC Variant	DenseQPP	SMV	Sigma_max	Sigma_x	max_dcg_value_mono_1000	max_dcg_value_mono_1000_depth	initial_bm25_retrieved_dcg_value	mono_1000_reranked_all_dcg_value	max_dcg_value_mono_1000_duo_20	max_dcg_value_mono_1000_duo_20_depth	mono_1000_duo_20_reranked_all_dcg_value
100856	5.7252502	20.635597	0.69801605	9.365235	9.472667	5.7252502	5.7252502	0.008590766	5.0537777	0.54286414	0.54286414	13.630678014265037	300	13.630678014265037	13.630678014265037	13.630678014265037	0	13.630678014265037
1008913	9.286756	32.70601	1.1549555	8.2994795	5.2021427	9.286756	9.286756	0.010539113	5.634692	0.7459171	0.7459171	10.40474066275192	330	10.404740662751921	10.404740662751921	10.90474066275192	4	10.875870900508426
1008990	128.51724	461.77298	10.340109	19.126806	12.701721	128.51724	128.51724	0.010136908	28.371237	2.9929273	2.7458317	11.436053489179551	12	11.436053489179551	11.436053489179551	11.474260114050416	11	11.474260114050415
1010067	371.83923	1354.5924	42.865772	13.751086	16.522257	371.83923	371.83923	0.009742923	44.497147	3.4743338	3.4743338	11.765977218434	20	11.66298135193439	11.66298135193439	12.333081594026917	14	12.333081594026915
1010927	31.862732	101.303856	1.7509991	6.7078257	10.308224	31.862732	31.862732	0.007036074	7.8636384	2.266766	1.5155723	12.96401134759837	103	12.96401134759837	12.96401134759837	13.630678014265037	11	13.630678014265037
1011630	133.92525	461.90378	9.217882	10.556619	17.782103	133.92525	133.92525	0.0103585	20.71322	4.3755217	2.8287592	7.131473078933742	120	6.495452032393595	6.495452032393595	7.681558977409093	19	7.681558977409093
1011964	176.17479	628.31226	12.473836	8.848781	12.631692	176.17479	176.17479	0.010132188	22.886889	4.1897764	4.1748295	9.928983603430265	36	9.928983603430263	9.928983603430263	10.04213079619572	5	10.015730745727877
1012638	5.7230983	21.24542	0.6955243	6.1668415	12.428633	5.7230983	5.7230983	0.010642676	4.5155926	0.73823875	0.73823875	10.819558616729845	48	7.440501547194102	7.440501547194102	11.078094415535476	20	11.078094415535476
1012903	283.07144	999.85846	22.899427	11.943287	12.964668	283.07144	283.07144	0.008558145	30.361738	3.2394788	2.691724	11.617233644385012	71	10.965887115073249	10.965887115073249	12.40727634820335	13	12.40727634820335
1012920	51.53151	171.61635	5.2018666	10.269028	5.76276	51.53151	51.53151	0.009245794	13.799647	1.2306043	1.2306043	5.7637454786562206	104	5.462715482992239	5.462715482992239	5.790983964109513	11	5.475519087323785
