query_id,max_metric_value,max_metric_value_depth
1000391,10.244901614013823,30
1000709,6.993387543871389,12
1001153,11.577158540363829,13
1001443,13.630678014265037,25
1001454,9.002286375847852,69
1002477,13.052548361629261,0
1002683,7.814848329125923,14
1002767,13.630678014265037,18
1003029,11.328168818067123,12
1003138,4.541587470833434,19
1003368,13.630678014265037,40
1003549,8.534917877079533,63
1003601,13.341613187947148,16
1004707,13.630678014265037,39
1004922,12.918263640048993,53
1004924,13.329648018601056,423
1006098,13.630678014265037,57
1006300,13.630678014265037,820
1007,8.720377331020861,50
1007242,4.145945945252711,522
1007812,8.50438884956728,25
1007827,13.630678014265037,76
1007871,9.333883384221307,46
1007959,13.315213137479308,28
1008337,7.968559315204775,315
100856,13.630678014265037,300
1008913,10.404740662751921,330
1008990,11.436053489179551,12
1010067,11.765977218434,20
1010927,12.96401134759837,103
1011630,7.131473078933742,120
1011964,9.928983603430263,36
1012638,10.819558616729843,48
1012903,11.617233644385012,71
1012920,5.7637454786562206,104
1013045,12.630678014265037,237
1013424,9.17739201516746,566
1013615,9.522979148486069,181
1015483,6.224482368867859,500
1015486,12.86666812285831,106
1016815,7.2930484526317185,13
1017028,13.630678014265037,16
1017399,11.152891950063175,75
1018610,10.590754986500125,898
1019058,12.38325338824387,65
1019198,13.630678014265037,90
1019264,6.5079083207347415,26
1019976,13.630678014265037,143
1020066,5.804199158339332,14
1020147,12.910491873697161,23
1020710,10.132225618177587,305
1021277,13.630678014265037,91
1021382,10.267907621978953,17
1021449,13.630678014265037,11
1023101,9.148003145450355,113
1023109,10.26883195270601,15
1023133,10.86684663986721,18
1023363,8.508517826611692,14
1024311,9.264559942294701,18
1025772,13.630678014265037,57
1026433,6.2947061701745515,102
1026527,7.206613912320256,761
1027723,8.348225644075761,218
1028599,8.163401890222309,87
1028676,10.627416230322392,177
1028924,11.684376005175144,479
1029090,10.930641320973095,885
1029559,8.376242957483553,152
1029618,12.341613187947148,327
1030588,5.316217416029574,46
1032081,3.538553940861261,288
1032826,8.741998690506165,122
1033296,13.329648018601056,30
1033403,12.028618022937074,649
1033727,2.5772317626613486,68
103383,13.02614831116142,53
1033927,6.717295890504302,540
1034263,6.482478859442794,177
1034783,13.040583192283167,29
1035058,9.236095403304654,9
1035666,12.239553196619186,15
1036149,7.004610378012063,456
1036271,9.369520387724663,92
1036295,13.040583192283167,49
1036485,13.297344680931705,262
1036600,7.596586145268575,6
1036645,13.630678014265037,862
1037249,13.630678014265037,79
1037662,12.954760380712607,25
1038905,9.11017104696028,14
1039681,2.5,11
1040034,8.018535100049846,231
1040068,13.014183141815327,442
1040154,13.630678014265037,15
1040401,12.049920054910537,19
1040633,13.630678014265037,27
1040694,3.18945462469975,774
1040886,13.630678014265037,19
1042505,10.936977819906607,99
1043670,6.192271652465801,43
1044289,7.80541884523126,15
1045590,13.329648018601056,19
1045600,13.630678014265037,0
1046416,10.187988097609905,766
1046469,8.161533411071987,16
1046614,11.315836410664803,398
1046750,13.630678014265037,151
1046828,4.455645597242949,15
1047561,9.106558954525523,53
1047663,2.1185593609719158,0
1048273,13.630678014265037,37
1048549,10.101100423500606,195
1048621,6.386262700327366,712
1048730,13.630678014265037,308
1050353,13.630678014265037,13
1051333,13.630678014265037,617
1051454,7.200889142127643,11
1051491,6.775265891825719,17
1051755,6.876892671421679,39
1051877,11.392253709687672,890
1052350,12.910491873697161,628
1052548,4.961588417367606,0
1052985,9.881812172907159,123
1053104,10.884715096414816,352
1053445,9.551560280090383,34
1053465,13.630678014265037,44
1054018,10.04213079619572,324
1055009,8.798053849858803,766
1055035,9.351035946316124,622
1055269,10.368818507122123,275
1055324,11.144924174339458,822
1055889,7.855412122439317,95
1056025,11.375870900508426,34
1056286,7.105165649733196,245
1056884,12.99974826069358,407
1057117,9.87045873230197,10
1057190,9.851665945027307,17
1057219,13.630678014265037,39
1057367,12.60946187803318,6
1057536,10.46335142962182,41
1057939,12.102658231451585,36
1058036,6.917549086002367,140
1058040,6.27526589182572,42
1058926,11.586588024258493,27
1059496,10.087118676176692,389
1059606,12.973440831493033,53
1059871,11.418209003978918,59
1060475,10.734455178124808,25
1062335,5.04874325232433,787
1062625,6.087937958734073,174
1062784,1.0,2
1062818,13.130678014265037,458
1063787,4.0,722
1064294,7.561341898894345,259
1064655,12.567907573478065,59
1064656,6.863269784532752,657
1064934,3.859922104848501,731
1065184,13.630678014265037,326
1065339,11.883253388243869,24
1065587,13.630678014265037,91
1066270,10.102925113607748,241
1067223,7.251720854321151,324
1067587,4.254494511770457,498
1067844,10.044016767709026,28
1068703,10.284430962969877,18
1069131,12.424088319833457,682
1070452,10.615583215166739,27
1071270,13.297344680931705,83
1071513,7.911201042624262,427
1071874,7.8461611555535535,0
1073399,13.630678014265037,31
1073540,2.768929392892205,22
1074453,9.636471187836268,381
1075557,10.700179973200543,29
1075871,11.707249858949835,13
1076910,13.630678014265037,30
1077432,11.69973521702395,16
1078138,12.524083822639215,664
1079515,8.911201042624262,997
1080057,7.86755580879431,585
1080749,6.748996447822394,819
1082240,7.475519087323785,296
1082270,12.629198813731104,320
1082351,8.356490998828303,60
1082478,12.166414927360247,30
1082488,12.55428468658914,84
1082495,10.564559893793815,90
1082868,13.630678014265037,38
1082949,9.965087754581699,29
1083227,8.30541884523126,255
1083254,12.985406000839125,18
1083470,6.199629922312569,26
1083521,12.815213137479308,245
1083589,8.616481105141165,137
1083634,7.885791503398142,882
1083684,8.435065407640673,72
1083736,5.980703001559768,422
1083790,9.43594337554927,0
1084129,9.942135293389963,534
1084479,8.79170333707504,160
1084517,13.630678014265037,25
1084748,9.743072667786649,183
1084824,10.376276123761874,0
1084832,12.99974826069358,113
1084955,12.359481644494753,215
1085016,7.823108784769964,317
1085143,3.030586165137544,416
1085235,13.052548361629261,382
1085310,9.472085511897928,48
1085420,8.08511611204912,322
1085421,13.630678014265037,146
1085474,12.75151836596528,26
1085598,13.028618022937074,17
1085601,10.400580988834848,21
1085678,10.48678663218737,115
1085741,4.746801352835673,394
1085928,11.273670377368784,41
1086192,9.690365188118264,11
1086332,13.200001456191645,116
1086340,11.575679339829895,765
1086366,10.71804842974815,326
1086468,13.630678014265037,20
1086686,10.852411758745463,33
1086708,13.315213137479308,83
1086713,10.91410396613192,197
1086763,11.092709361392052,79
1086892,12.954760380712607,139
1087071,8.98977545143663,83
1087139,5.445771357171692,28
1087153,9.768220223965104,9
1087161,7.834807714948365,48
1087569,12.035577795056083,41
1087577,13.630678014265037,12
1087678,12.421618608057804,43
1087736,11.078501186514849,564
1087791,13.630678014265037,117
1087841,9.812933487157146,24
1087852,9.637902199134553,18
1088028,10.075019421853344,46
1088075,12.648546470812642,19
1088134,13.052548361629261,41
1088308,9.61695230207039,17
1088406,10.443325863284713,98
1088578,12.450488370301299,104
1088647,13.040583192283167,21
1088648,7.171055516233945,295
108871,11.99974826069358,805
1088837,10.175944320846764,19
1088964,9.195588635277392,239
1089001,7.516354018913372,32
1089029,12.395218557589962,30
1089032,13.630678014265037,162
1089136,13.243825207030495,60
1089424,7.979522635703446,59
1089441,8.387136618954822,100
1089490,6.174489091659804,20
1089577,9.425457406737108,56
1089830,8.798498606035398,120
1089861,9.606558954525523,84
1090039,8.617357525323836,358
1090132,12.607804160490348,43
1090280,10.00504876754383,469
1090401,10.919082922606373,17
1090562,12.643541073585558,997
1090652,7.703877961376906,107
1090662,8.666521315936086,609
1090682,11.02632682817032,891
1091173,8.737888753550665,253
1091254,13.630678014265037,940
1091399,11.819558616729841,26
1091458,13.008279854613816,32
1091482,10.440477575847131,13
1091494,9.676467684440405,25
1091634,13.630678014265037,11
1091922,13.297344680931705,31
1091923,6.8326241644062335,138
1091984,11.097714758619135,12
1092032,6.922818895979957,861
1092103,13.040583192283167,476
1092215,8.620791100749694,50
1092228,13.630678014265037,17
1092255,13.630678014265037,452
1092452,7.6889239727815495,115
1092535,6.987365194649953,153
1092611,13.630678014265037,77
1092747,9.66842967892088,148
1092756,8.156620635112198,42
1092912,11.698443648240666,159
1093029,12.497683772171374,185
1093040,13.630678014265037,22
1093084,5.5306962787678255,3
1093086,7.319761105085714,11
1093186,11.99974826069358,18
1093221,9.192271652465802,54
1093230,6.540618429383467,18
1093258,13.630678014265037,66
1093322,8.559972811990695,433
1093479,13.630678014265037,99
1093490,8.23109000607757,776
1093539,7.468966086184148,318
1093680,11.746512968738196,11
1094112,7.161626032339282,93
1094242,12.96401134759837,47
1094254,13.630678014265037,112
1094331,13.243825207030495,45
1094387,10.512563409469715,28
1094390,12.959005950371285,414
1094971,13.630678014265037,282
1094986,8.12950121167883,15
1095070,13.630678014265037,17
1095110,12.75151836596528,16
1095638,10.1987182650296,985
1095656,9.91919951522064,683
1095686,9.726744526827037,434
1095754,9.59137825968562,197
1095821,11.60490123698269,44
1095875,6.8555906394482165,12
1095927,13.630678014265037,173
1096044,13.630678014265037,17
1096092,12.739553196619186,156
1096097,12.03944303448802,158
1096266,13.630678014265037,54
1096318,12.774470827157014,362
1096395,13.630678014265037,40
1096499,10.735738369286853,20
1096584,3.912629584516888,13
1096713,6.333790762954012,894
1096895,13.630678014265037,17
1097016,9.891032442920261,278
1097114,12.63929550392688,24
1097182,13.329648018601056,402
1097191,13.341613187947148,19
